"State_Abbrev","year","State_Name","pop_millions","percapita_health_spending_thousands","medicaid_enroll_percapita","prev2years_drugusecalc","prev2years_aud","prev2years_marijuana","Gender_Male","Ethnicity_HispanicorLatino","Race_White","Insurance_Uninsured","Unemployment","Income","Forprofit","Government","Nonprofit","count_tx_total"
"KS","2022","Kansas",NA,NA,NA,1.3751,5.544,7.7502,50.2342406754847,13.0410431881245,85.8539059973103,8.7,2.7,75950,48,23,101,172
"KS","2023","Kansas",NA,NA,NA,0.865355861898732,11.4321415668373,12.8907537811907,NA,NA,NA,NA,2.9,84830,43,21,78,142
"KY","2015","Kentucky",4.429,8.306,0.27884398284037,1.1076,5.8569,6.8634,48.6794732939896,2.70292198452666,89.6173796107502,6.1,5.3,53250,144,8,182,334
"KY","2016","Kentucky",4.44,8.611,0.293693693693694,1.13925,5.947,7.1327,48.6794732939896,2.70292198452666,89.6173796107502,5.2,5.1,56500,169,8,186,363
"KY","2017","Kentucky",4.456,8.959,0.302962298025135,1.13265,5.7121,7.1139,48.6794732939896,2.70292198452666,89.6173796107502,5.5,4.8,60790,167,6,186,359
"KY","2018","Kentucky",4.464,9.332,0.296146953405018,1.05495,5.2802,7.946,48.6794732939896,2.70292198452666,89.6173796107502,5.6,4.2,65440,207,7,204,418
"KY","2019","Kentucky",4.472,9.744,0.286449016100179,1.14105,4.9593,8.4228,48.6862027573206,3.13459014894998,88.6587004844471,6.4,4.1,65800,227,5,217,449
"KY","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,5,221,477
"KY","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,18,250,469
"KY","2022","Kentucky",NA,NA,NA,1.26525,5.4472,10.107,49.653259638633,4.32122349749906,86.875990346408,5.4,4,58090,263,18,237,518
"KY","2023","Kentucky",NA,NA,NA,1.37776655724669,9.6061931668423,11.040807238976,NA,NA,NA,NA,4.3,61980,295,6,236,537
"LA","2015","Louisiana",4.667,8.201,0.272123419755732,1.0293,6.4005,6.1745,48.2792178589036,4.34734096392264,65.728555049658,12.1,6.3,57690,57,47,55,159
"LA","2016","Louisiana",4.681,8.542,0.297585985900449,1.0235,7.0396,6.4257,48.2792178589036,4.34734096392264,65.728555049658,10.2,6,52540,60,43,54,157
"LA","2017","Louisiana",4.674,8.984,0.322635857937527,1.03635,6.9264,6.9367,48.2792178589036,4.34734096392264,65.728555049658,8.3,5.1,53310,53,42,41,136
"LA","2018","Louisiana",4.664,9.217,0.322041166380789,0.89275,6.5703,7.8025,48.2792178589036,4.34734096392264,65.728555049658,7.9,4.8,59950,64,40,41,145
"LA","2019","Louisiana",4.658,9.657,0.31859167024474,0.924,6.8975,7.959,48.1220464530253,4.7087206824163,64.7029645673848,8.9,4.6,61120,69,42,35,146
"LA","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,45,37,155
"LA","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,56,40,176
"LA","2022","Louisiana",NA,NA,NA,1.1389,6.0422,8.0259,48.9597387152439,5.80006583532324,62.5009667248408,6.8,3.7,60640,116,63,50,229
"LA","2023","Louisiana",NA,NA,NA,1.49861223468023,11.5262095958051,13.8157233771989,NA,NA,NA,NA,3.7,57650,101,46,40,187
"MA","2015","Massachusetts",6.797,11.01,0.234073856112991,1.43375,7.0033,12.0134,47.77652052622,9.06949633532905,84.395430860276,2.8,4.8,85250,66,15,240,321
"MA","2016","Massachusetts",6.827,11.49,0.239197304819101,1.4279,7.0388,11.9083,47.77652052622,9.06949633532905,84.395430860276,2.5,4,89990,79,13,263,355
"MA","2017","Massachusetts",6.864,11.746,0.233245920745921,1.6934,7.9678,12.1356,47.77652052622,9.06949633532905,84.395430860276,2.8,3.8,93300,85,9,257,351
"MA","2018","Massachusetts",6.886,12.215,0.232355503920999,1.8625,7.5628,13.781,47.77652052622,9.06949633532905,84.395430860276,2.7,3.5,103600,125,14,275,414
"MA","2019","Massachusetts",6.895,12.729,0.220739666424946,1.8419,7.1025,13.9824,47.9197901996438,10.7164461274928,81.9937241800974,3,3,103700,135,14,289,438
"MA","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,12,290,440
"MA","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,22,302,470
"MA","2022","Massachusetts",NA,NA,NA,1.4083,6.4816,15.3623,48.9539204815143,13.085497024194,79.4381216544204,2.4,3.6,97260,159,13,286,458
"MA","2023","Massachusetts",NA,NA,NA,1.72145909918058,12.2651970192063,20.7667997607143,NA,NA,NA,NA,3.5,106500,149,7,230,386
"MD","2015","Maryland",5.989,9.001,0.194857238270162,0.9606,7.0604,8.6053,47.7065846510669,7.79698344668113,62.0873240838739,6.7,5,92450,191,59,132,382
"MD","2016","Maryland",6.007,9.321,0.2037622773431,1.28115,6.9675,9.6645,47.7065846510669,7.79698344668113,62.0873240838739,6.1,4.2,91850,205,51,146,402
"MD","2017","Maryland",6.028,9.592,0.218480424684804,1.26065,6.3409,10.4673,47.7065846510669,7.79698344668113,62.0873240838739,6.1,4.1,100500,203,46,138,387
"MD","2018","Maryland",6.042,9.934,0.217477656405164,1.43505,5.7614,11.0364,47.7065846510669,7.79698344668113,62.0873240838739,6,3.8,103400,233,41,139,413
"MD","2019","Maryland",6.055,10.248,0.218662262592898,1.22155,5.1042,10.1857,47.7113130686947,8.961647517068,59.7783163815887,5.9,3.4,113000,261,40,130,431
"MD","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,35,129,432
"MD","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,41,146,462
"MD","2022","Maryland",NA,NA,NA,1.06645,5.2084,11.3739,48.6954511684343,11.4656120532195,57.2735398221475,6,3,112500,273,37,147,457
"MD","2023","Maryland",NA,NA,NA,1.44603275316867,11.1775981188124,14.9292790802535,NA,NA,NA,NA,2.2,102000,357,29,128,514
"ME","2015","Maine",1.329,9.591,0.229495861550038,1.00395,5.9699,12.9143,48.3989238953189,1.16387341423185,96.1176401088107,8.6,4.4,63760,100,10,98,208
"ME","2016","Maine",1.332,10.018,0.225975975975976,1.25215,5.5744,13.9832,48.3989238953189,1.16387341423185,96.1176401088107,7.9,3.8,63330,132,7,90,229
"ME","2017","Maine",1.336,10.399,0.220808383233533,1.21245,5.9669,15.1183,48.3989238953189,1.16387341423185,96.1176401088107,7.8,3.4,65240,104,6,89,199
"ME","2018","Maine",1.34,10.95,0.214179104477612,1.25255,5.9084,16.308,48.3989238953189,1.16387341423185,96.1176401088107,7.8,3.2,70370,88,8,85,181
"ME","2019","Maine",1.346,11.488,0.227340267459138,1.42925,6.4512,17.0937,48.450591154576,1.51519851116625,95.3410086118815,8.1,2.9,78660,99,8,79,186
"ME","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,8,80,196
"ME","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,4,78,164
"ME","2022","Maine",NA,NA,NA,1.34425,5.9538,18.13,49.3187232015245,2.09233834293386,93.9269060302886,6.5,2.9,78150,90,5,64,159
"ME","2023","Maine",NA,NA,NA,1.46441948765862,11.0952152321655,22.0714024916188,NA,NA,NA,NA,2.6,75740,82,4,52,138
"MI","2015","Michigan",9.934,8.372,0.242601167706865,0.7241,6.4925,10.404,48.5175588971254,3.78693708855508,81.6047362969109,6,5.4,68090,153,55,255,463
"MI","2016","Michigan",9.954,8.707,0.253767329716697,0.85945,5.9693,10.2894,48.5175588971254,3.78693708855508,81.6047362969109,5.3,5,71090,162,62,255,479
"MI","2017","Michigan",9.977,8.94,0.234338979653202,0.9648,6.1015,10.8094,48.5175588971254,3.78693708855508,81.6047362969109,5.1,4.6,69030,162,54,240,456
"MI","2018","Michigan",9.987,9.142,0.263542605387003,1.0787,5.8576,12.002,48.5175588971254,3.78693708855508,81.6047362969109,5.4,4.2,72510,170,56,239,465
"MI","2019","Michigan",9.985,9.532,0.260390585878818,1.15995,5.6752,13.0815,48.7319666837064,4.42515822994691,80.7574349963931,5.8,4.1,75790,166,57,244,467
"MI","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,55,251,455
"MI","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,102,248,487
"MI","2022","Michigan",NA,NA,NA,1.15335,6.1202,14.4238,49.6560483223579,5.71564222966195,78.7945381918661,4.6,4.2,71730,147,92,244,483
"MI","2023","Michigan",NA,NA,NA,0.956649677336688,10.7214968570982,19.6374178927338,NA,NA,NA,NA,3.9,76960,136,44,214,394
"MN","2015","Minnesota",5.484,9.163,0.220824215900802,0.7839,6.7233,7.3354,49.2536414824214,3.92057347801981,88.4333591972623,4.5,3.8,86340,144,45,163,352
"MN","2016","Minnesota",5.525,9.54,0.223891402714932,0.9944,6.7532,7.738,49.2536414824214,3.92057347801981,88.4333591972623,4.2,3.9,87440,165,44,161,370
"MN","2017","Minnesota",5.569,9.782,0.214939845573712,1.0992,6.0909,7.4705,49.2536414824214,3.92057347801981,88.4333591972623,4.5,3.4,85630,162,43,151,356
"MN","2018","Minnesota",5.609,10.174,0.206632198252808,1.0354,5.4074,7.9063,49.2536414824214,3.92057347801981,88.4333591972623,4.3,3,86150,170,45,163,378
"MN","2019","Minnesota",5.64,10.51,0.199290780141844,1.479,5.5727,9.8126,49.4365368709621,4.54134703116854,86.2773848522461,4.8,3.3,96250,185,45,173,403
"MN","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,43,163,401
"MN","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,48,173,411
"MN","2022","Minnesota",NA,NA,NA,1.3178,6.0573,10.3128,50.2208080061793,5.97171614557097,82.5939133671402,4.3,2.5,93980,211,46,155,412
"MN","2023","Minnesota",NA,NA,NA,1.10432474371598,12.7251702303155,16.3798217676512,NA,NA,NA,NA,2.8,90340,194,33,146,373
"MO","2015","Missouri",6.075,8.261,0.177119341563786,0.74195,6.7544,8.1361,48.4042903615418,3.10134063033523,85.0768488835975,9.8,5.1,74370,60,12,193,265
"MO","2016","Missouri",6.091,8.608,0.192743391889673,0.8475,6.5394,8.1698,48.4042903615418,3.10134063033523,85.0768488835975,9,4.6,68510,67,14,205,286
"MO","2017","Missouri",6.111,8.824,0.193585337915235,0.8645,6.1682,8.3202,48.4042903615418,3.10134063033523,85.0768488835975,9.1,3.8,69180,61,11,185,257
"MO","2018","Missouri",6.126,9.032,0.184296441397323,1.0143,5.6799,8.6844,48.4042903615418,3.10134063033523,85.0768488835975,9.4,3.2,74050,61,11,201,273
"MO","2019","Missouri",6.14,9.431,0.166938110749186,0.9152,5.3558,8.8062,48.4539755573703,3.62067257938483,84.286805999112,10.1,3.2,71630,63,9,209,281
"MO","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,10,205,278
"MO","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,22,247,335
"MO","2022","Missouri",NA,NA,NA,0.8628,5.5559,9.3017,49.4471068672055,4.83145156238543,82.4807456575046,8.4,2.6,74360,47,18,243,308
"MO","2023","Missouri",NA,NA,NA,1.00422452938437,11.0266473071724,17.063663241227,NA,NA,NA,NA,3.1,78290,42,6,201,249
"MS","2015","Mississippi",2.99,7.777,0.251170568561873,0.62455,6.1892,5.874,47.801564499213,2.54497314122551,62.0856499433011,12.5,6.5,50300,16,38,45,99
"MS","2016","Mississippi",2.991,8.17,0.252089602139753,0.6159,5.4831,5.3619,47.801564499213,2.54497314122551,62.0856499433011,11.8,6,51180,17,26,52,95
"MS","2017","Mississippi",2.991,8.392,0.249414911400869,0.8127,4.8791,5.7715,47.801564499213,2.54497314122551,62.0856499433011,12.1,5.2,52960,16,22,51,89
"MS","2018","Mississippi",2.983,8.417,0.238350653704325,0.8195,4.7694,7.1683,47.801564499213,2.54497314122551,62.0856499433011,12.3,4.9,51320,22,23,53,98
"MS","2019","Mississippi",2.978,8.745,0.235392881128274,0.91005,4.7119,7.2055,47.7212044544853,2.83073403495588,60.8857351915489,12.9,5.5,52940,30,26,54,110
"MS","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23,55,105
"MS","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,72,149
"MS","2022","Mississippi",NA,NA,NA,0.9523,5.1465,8.1229,48.5968809448252,3.56724376432158,58.8318865926749,10.8,3.8,50540,39,30,65,134
"MS","2023","Mississippi",NA,NA,NA,1.007052972421,10.3758442103469,11.7569512168659,NA,NA,NA,NA,3.1,55060,27,26,46,99
"MT","2015","Montana",1.031,8.344,0.127061105722599,0.76895,8.0422,10.1997,49.9609980448371,2.67961160130884,91.3613201908563,11.6,4.3,64570,9,18,39,66
"MT","2016","Montana",1.042,8.68,0.200575815738964,0.8774,7.366,11.3184,49.9609980448371,2.67961160130884,91.3613201908563,8.4,4.3,71070,8,18,38,64
"MT","2017","Montana",1.054,9.03,0.22865275142315,1.10655,7.6467,12.3598,49.9609980448371,2.67961160130884,91.3613201908563,9.1,4.1,70250,13,16,41,70
"MT","2018","Montana",1.062,9.354,0.241996233521657,1.17895,8.0118,13.3965,49.9609980448371,2.67961160130884,91.3613201908563,8.1,3.7,69190,17,17,38,72
"MT","2019","Montana",1.07,9.808,0.236448598130841,1.1734,7.8748,14.906,50.0675792138939,3.34829149999703,90.8022134124234,8.3,3.5,71150,30,14,44,88
"MT","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,17,74,129
"MT","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,10,63,117
"MT","2022","Montana",NA,NA,NA,1.3219,7.9242,15.3997,50.7491982576743,4.51691963518386,88.7174527348297,8.1,2.7,75870,43,12,66,121
"MT","2023","Montana",NA,NA,NA,1.00032944230264,12.3805927573188,19.5132149240251,NA,NA,NA,NA,2.7,79220,31,6,52,89
"NC","2015","North Carolina",10.037,7.594,0.178340141476537,0.93555,6.5076,6.7237,48.0095415952431,6.88614380177,73.3427783458768,11.3,5.7,63820,222,34,184,440
"NC","2016","North Carolina",10.162,7.886,0.186675851210392,1.06965,5.6234,7.4308,48.0095415952431,6.88614380177,73.3427783458768,10.5,5.1,66950,260,35,194,489
"NC","2017","North Carolina",10.276,8.105,0.19200077851304,1.2012,4.9597,7.9157,48.0095415952431,6.88614380177,73.3427783458768,10.7,4.5,60630,252,36,184,472
"NC","2018","North Carolina",10.391,8.285,0.193436627851025,1.24945,4.6949,8.117,48.0095415952431,6.88614380177,73.3427783458768,10.9,4,64020,279,38,196,513
"NC","2019","North Carolina",10.501,8.619,0.19150557089801,1.142,5.1037,7.9077,47.9794139929705,7.73085448886948,72.1584563788684,11.4,3.9,72290,313,38,201,552
"NC","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,33,218,611
"NC","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,33,197,551
"NC","2022","North Carolina",NA,NA,NA,1.20035,5.4638,9.3906,48.9750651768165,10.4870719834511,69.915991002127,9.4,3.7,67660,359,32,180,571
"NC","2023","North Carolina",NA,NA,NA,1.21125837397028,10.4132511288379,10.9211481747324,NA,NA,NA,NA,3.5,68610,298,24,188,510
"ND","2015","North Dakota",0.756,9.357,0.111111111111111,0.8467,8.1495,5.791,51.068624262417,2.24017955746804,91.3893545009096,8.3,2.8,72130,30,17,17,64
"ND","2016","North Dakota",0.756,9.682,0.123015873015873,0.731,7.441,5.9227,51.068624262417,2.24017955746804,91.3893545009096,7.8,3,74940,30,16,14,60
"ND","2017","North Dakota",0.757,9.961,0.122853368560106,0.80405,7.3424,5.6081,51.068624262417,2.24017955746804,91.3893545009096,7.5,2.6,73630,32,17,22,71
"ND","2018","North Dakota",0.76,10.269,0.121052631578947,1.0466,6.9673,6.5705,51.068624262417,2.24017955746804,91.3893545009096,7.7,2.4,79780,36,21,21,78
"ND","2019","North Dakota",0.764,10.653,0.116492146596859,0.9849,6.9379,7.8712,51.2182323284288,3.32698837328943,89.0846108996124,7.4,2.2,82780,41,21,23,85
"ND","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,21,25,87
"ND","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,15,24,77
"ND","2022","North Dakota",NA,NA,NA,0.93525,6.8329,7.9545,51.3900990810524,4.62938604652357,86.631436707342,6.6,2.1,81840,28,13,23,64
"ND","2023","North Dakota",NA,NA,NA,1.00761248119199,14.5283734374344,11.9664282806938,NA,NA,NA,NA,2,76960,23,11,24,58
"NE","2015","Nebraska",1.892,8.579,0.115221987315011,0.77125,8.0299,5.8121,49.2676914204881,7.83903128718016,91.2619003266679,7.8,3,75970,29,23,80,132
"NE","2016","Nebraska",1.906,8.943,0.11909758656873,0.8413,7.3369,6.3974,49.2676914204881,7.83903128718016,91.2619003266679,8.9,3.1,73930,26,24,86,136
"NE","2017","Nebraska",1.917,9.189,0.121022430881586,0.87355,6.2537,7.3683,49.2676914204881,7.83903128718016,91.2619003266679,8.6,3,72910,24,22,79,125
"NE","2018","Nebraska",1.926,9.492,0.122014537902388,1.0183,6.1918,7.892,49.2676914204881,7.83903128718016,91.2619003266679,8.5,2.9,81060,26,22,76,124
"NE","2019","Nebraska",1.933,9.917,0.119503362648733,1.1092,6.2535,8.431,49.497575758408,9.17978109736924,89.8047974031574,7.9,3.1,86370,32,18,81,131
"NE","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,20,74,123
"NE","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,24,100,149
"NE","2022","Nebraska",NA,NA,NA,1.0498,6.1184,8.617,50.340994032795,12.3235004621624,87.4974783058077,6.8,2.2,81480,28,22,97,147
"NE","2023","Nebraska",NA,NA,NA,1.02384182668733,11.8567964737306,10.7808689469148,NA,NA,NA,NA,2.3,89190,24,14,66,104
"NH","2015","New Hampshire",1.337,9.763,0.137621540762902,1.5981,7.9816,11.6647,48.9549212365273,2.60030794741206,94.9340281890323,6.9,3.4,95070,22,2,34,58
"NH","2016","New Hampshire",1.344,10.157,0.151041666666667,1.96765,7.6193,12.3054,48.9549212365273,2.60030794741206,94.9340281890323,6.4,2.9,94960,31,1,32,64
"NH","2017","New Hampshire",1.35,10.573,0.14962962962963,1.93495,6.3619,12.4248,48.9549212365273,2.60030794741206,94.9340281890323,5.7,2.8,92550,36,0,31,67
"NH","2018","New Hampshire",1.355,10.974,0.142435424354244,1.52435,6.5095,13.2791,48.9549212365273,2.60030794741206,94.9340281890323,5.2,2.6,97580,35,1,36,72
"NH","2019","New Hampshire",1.361,11.31,0.1373989713446,1.6645,7.0845,14.7243,49.1625324208732,3.41412382646846,93.8452377289371,6.4,2.6,102700,39,1,40,80
"NH","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,55,109
"NH","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,8,44,115
"NH","2022","New Hampshire",NA,NA,NA,1.56565,6.8546,14.564,50.0138686712093,4.60081520551077,92.5590816144423,4.5,2.4,88350,61,8,53,122
"NH","2023","New Hampshire",NA,NA,NA,0.871055946083556,12.253780375783,15.1282586334497,NA,NA,NA,NA,2.3,98780,50,1,42,93
"NJ","2015","New Jersey",8.87,9.483,0.19098083427283,0.94635,6.8158,6.2942,48.090068079399,17.23290919616,74.7788810859283,8.8,5.7,85880,146,21,210,377
"NJ","2016","New Jersey",8.874,9.979,0.194500788821276,1.28145,5.9677,7.0252,48.090068079399,17.23290919616,74.7788810859283,7.7,4.9,85260,154,20,197,371
"NJ","2017","New Jersey",8.888,10.34,0.195769576957696,1.3078,5.0994,6.8745,48.090068079399,17.23290919616,74.7788810859283,7.6,4.5,87180,153,16,175,344
"NJ","2018","New Jersey",8.892,10.665,0.191408007197481,1.2472,5.0333,7.3461,48.090068079399,17.23290919616,74.7788810859283,7.4,4,88980,171,18,180,369
"NJ","2019","New Jersey",8.891,11.264,0.18333145877854,1.12275,5.0705,8.1138,48.2650834817881,18.9756642610205,72.951356588952,7.9,3.5,103700,174,18,178,370
"NJ","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,17,175,383
"NJ","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,24,204,437
"NJ","2022","New Jersey",NA,NA,NA,1.07765,4.6139,9.2167,49.2891638996258,21.9017158730812,70.718871343152,6.9,3.9,96010,219,15,198,432
"NJ","2023","New Jersey",NA,NA,NA,1.12269959922794,11.0812492865051,13.9784268191206,NA,NA,NA,NA,4.3,91590,198,7,170,375
"NM","2015","New Mexico",2.09,7.418,0.402392344497608,1.31445,7.3666,9.7262,49.0434089541191,43.7329439560738,84.4228465254458,10.9,6.6,56680,51,36,72,159
"NM","2016","New Mexico",2.093,7.717,0.441471571906354,1.11825,7.2761,10.3081,49.0434089541191,43.7329439560738,84.4228465254458,9,6.8,60330,49,36,69,154
"NM","2017","New Mexico",2.093,7.973,0.452938365981844,1.18485,7.4319,10.6101,49.0434089541191,43.7329439560738,84.4228465254458,9.1,6.1,55800,44,32,60,136
"NM","2018","New Mexico",2.094,8.154,0.427411652340019,1.2598,6.4151,12.1953,49.0434089541191,43.7329439560738,84.4228465254458,9.3,4.9,57920,48,29,63,140
"NM","2019","New Mexico",2.1,8.459,0.41952380952381,1.28315,5.5624,13.3379,49.0685239687505,45.9207667534709,83.3712498266484,9.8,5,62780,53,32,81,166
"NM","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,26,85,162
"NM","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,21,69,136
"NM","2022","New Mexico",NA,NA,NA,1.1627,5.7329,12.6973,49.833392008116,50.1510875654886,81.1439595257563,8.4,4.1,58660,38,41,69,148
"NM","2023","New Mexico",NA,NA,NA,1.19757636007967,12.2428973618962,22.2837241794287,NA,NA,NA,NA,3.7,60980,44,38,68,150
"NV","2015","Nevada",2.869,6.987,0.173579644475427,0.975,7.1694,7.743,50.0963527444261,23.4598417041843,77.8928225458819,12.3,6.9,65340,27,13,39,79
"NV","2016","Nevada",2.92,7.377,0.190068493150685,0.94705,6.582,7.8481,50.0963527444261,23.4598417041843,77.8928225458819,11.1,5.8,69020,25,13,42,80
"NV","2017","Nevada",2.972,7.642,0.189771197846568,1.16075,5.6077,8.2124,50.0963527444261,23.4598417041843,77.8928225458819,11.1,5,71030,25,11,41,77
"NV","2018","Nevada",3.031,7.892,0.184097657538766,1.5203,5.9972,12.1074,50.0963527444261,23.4598417041843,77.8928225458819,11.4,4.4,74210,25,14,42,81
"NV","2019","Nevada",3.091,8.114,0.176965383371077,1.40055,5.8752,15.6385,49.8572436782175,25.7313626937102,75.0421633018801,11.5,4.1,83820,37,14,55,106
"NV","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,13,58,109
"NV","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,8,56,97
